0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,
2542.87,2553.04,2562.72,2571.93,2580.65,2588.88,2596.63,2603.88,2610.64,2616.9,2622.67,2627.94,2632.71,2636.97,2640.73,2643.99,2646.74,2648.98,2650.72,2651.94,2652.66,2652.87,2652.58,2651.77,2650.46,2648.64,2646.31,2643.47,2640.13,2636.28,2631.93,2627.08,2621.73,2615.88,2609.53,2602.69,2595.35,2587.52,2579.2,2570.4,2561.11,2551.35,2541.1,2530.38,2519.19,2507.54,2495.41,2482.83,2469.79,2456.3,2442.36,2427.97,2413.15,2397.88,2382.19,2366.07,2349.53,2332.58,2315.21,2297.44,2279.27,2260.7,2241.75,2222.41,2202.69,2182.6,2162.15,2141.33,2120.17,2098.66,2076.81,2054.62,2032.11,2009.28,1986.14,1962.69,1938.94,1914.91,1890.58,1865.99,1841.12,1815.99,1790.61,1764.98,1739.12,1713.02,1686.7,1660.17,1633.43,1606.5,1579.37,
